순번,호출부호,입항횟수,입항횟수,입항횟수,신고톤수,선박명,선사/대리점,선사/대리점,신청시설,신청시설,신청시설,신청일시(FROM ~ TO),신청일시(FROM ~ TO),지정시설,지정시설,지정시설,지정일시(FROM ~ TO),지정일시(FROM ~ TO),사용목적명,예보일시,허가유무
448,D7VN,2023,006,002,75.488,KMTC COLOMBO,KMS8832,고려해운(주),MS3,02,신항 3부두 2선석,2023-10-02 12:00,2023-10-03 12:00,MS3,01,신항 3부두 1선석,2023-10-02 12:00,2023-10-03 12:00,양적하,2023-10-04,허가완료
449,5LJC4,2023,010,001,35.840,FESCO SOFIA,KMC0201,페스코라인즈코리아(주),MS4,01,신항 4부두 1선석,2023-10-05 01:00,2023-10-05 12:00,MS4,01,신항 4부두 1선석,2023-10-05 01:00,2023-10-05 12:00,양적하,2023-10-04,허가완료
450,MMBS2,2023,003,001,149.944,MAERSK CANYON,KMC0155,한국머스크 (주),MSN,07,신항 2부두 4선석,2023-10-07 18:00,2023-10-09 04:00,MSN,07,신항 2부두 4선석,2023-10-07 18:00,2023-10-09 04:00,양적하,2023-10-04,허가완료
451,088443,2023,019,001,5.589,이에스 로즈,BSK3046,에스토라해운(주),WAE,01,E박지 E1 묘지,2023-10-04 14:00,2023-10-05 08:00,WAE,01,E박지 E1 묘지,2023-10-04 14:00,2023-10-05 08:00,접안대기,2023-10-04,허가완료
452,170036,2023,080,001,438,17유성호,BSK9407,세양상사,MW5,01,5물량장 1선석,2023-09-25 14:20,2023-09-25 18:00,MW5,01,5물량장 1선석,2023-09-25 14:20,2023-09-25 18:00,접안대기,2023-10-04,허가완료
453,170036,2023,080,002,438,17유성호,BSK9407,세양상사,MDY,01,영도(KOCO) 돌핀,2023-09-25 18:20,2023-09-25 20:20,MDY,01,영도(KOCO) 돌핀,2023-09-25 18:20,2023-09-25 20:20,접안대기,2023-10-04,허가완료
454,170036,2023,080,003,438,17유성호,BSK9407,세양상사,MW5,01,5물량장 1선석,2023-09-25 20:40,2023-09-26 08:30,MW5,01,5물량장 1선석,2023-09-25 20:40,2023-09-26 08:30,접안대기,2023-10-04,허가완료
455,060595,2023,009,003,149,상현,BSK9408,유진마린,MW5,01,5물량장 1선석,2023-09-23 16:40,2023-09-27 07:35,,,,,,접안대기,2023-10-04,미허가
456,230014,2023,025,001,298,23부광호,BSU2591,(주)유일이엔지,WAU,01,신항 U-1 정박지,2023-09-27 22:05,2023-09-28 05:55,WAU,01,신항 U-1 정박지,2023-09-27 22:05,2023-09-28 05:55,기타,2023-10-04,허가완료
457,170036,2023,080,004,438,17유성호,BSK9407,세양상사,WAM,09,M박지 M9 묘지,2023-09-26 09:00,2023-09-26 12:45,WAM,09,M박지 M9 묘지,2023-09-26 09:00,2023-09-26 12:45,접안대기,2023-10-04,허가완료
458,170036,2023,080,005,438,17유성호,BSK9407,세양상사,MW5,01,5물량장 1선석,2023-09-26 13:10,2023-09-26 19:40,MW5,01,5물량장 1선석,2023-09-26 13:10,2023-09-26 19:40,접안대기,2023-10-04,허가완료
459,230014,2023,025,002,298,23부광호,BSU2591,(주)유일이엔지,MSN,08,신항 2부두 5선석,2023-09-28 07:10,2023-09-28 11:10,MSN,08,신항 2부두 5선석,2023-09-28 07:10,2023-09-28 11:10,양하,2023-10-04,허가완료
460,170036,2023,080,006,438,17유성호,BSK9407,세양상사,MDY,01,영도(KOCO) 돌핀,2023-09-26 20:20,2023-09-26 23:40,MDY,01,영도(KOCO) 돌핀,2023-09-26 20:20,2023-09-26 23:40,적하,2023-10-04,허가완료
461,230014,2023,025,003,298,23부광호,BSU2591,(주)유일이엔지,MW5,01,5물량장 1선석,2023-09-28 13:40,2023-10-02 15:25,MW5,01,5물량장 1선석,2023-09-28 13:40,2023-10-02 15:25,계선,2023-10-04,허가완료
462,170036,2023,080,007,438,17유성호,BSK9407,세양상사,MW5,01,5물량장 1선석,2023-09-27 00:00,2023-09-27 06:25,MW5,01,5물량장 1선석,2023-09-27 00:00,2023-09-27 06:25,출항대기,2023-10-04,허가완료
463,060595,2023,009,005,149,상현,BSK9408,유진마린,MW5,01,5물량장 1선석,2023-09-27 10:40,2023-09-27 14:30,,,,,,접안대기,2023-10-04,미허가
464,060595,2023,009,008,149,상현,BSK9408,유진마린,MW5,01,5물량장 1선석,2023-09-27 19:30,2023-09-28 14:55,,,,,,접안대기,2023-10-04,미허가
465,060595,2023,009,010,149,상현,BSK9408,유진마린,MW5,01,5물량장 1선석,2023-09-28 19:15,2023-10-02 07:55,,,,,,접안대기,2023-10-04,미허가
466,170036,2023,081,001,438,17유성호,BSK9407,세양상사,MW5,01,5물량장 1선석,2023-09-27 16:15,2023-09-27 16:40,MW5,01,5물량장 1선석,2023-09-27 16:15,2023-09-27 16:40,출항대기,2023-10-04,허가완료
467,060595,2023,009,012,149,상현,BSK9408,유진마린,MW5,01,5물량장 1선석,2023-10-02 14:45,2023-10-03 15:10,,,,,,접안대기,2023-10-04,미허가
468,140025,2023,071,001,432,3성원호,BSZ9149,(주)아이앤에이코리아,MW5,01,5물량장 1선석,2023-09-28 02:20,2023-10-01 22:05,MW5,01,5물량장 1선석,2023-09-28 02:20,2023-10-01 22:05,출항대기,2023-10-04,허가완료
469,060595,2023,009,013,149,상현,BSK9408,유진마린,MB6,01,자성대부두 61선석,2023-10-03 15:25,2023-10-03 16:37,,,,,,급유,2023-10-04,미허가
470,180018,2023,045,001,289,나로,BSK3277,용성마린,MS5,04,신항 5부두 4선석,2023-09-24 07:45,2023-09-24 11:00,MS5,04,신항 5부두 4선석,2023-09-24 07:45,2023-09-24 11:00,양하,2023-10-04,허가완료
471,975981,2023,106,001,123,제2승한호,BSU2630,(주)도담마린,MW5,01,5물량장 1선석,2023-09-27 13:10,2023-10-04 07:10,MW5,01,5물량장 1선석,2023-09-27 13:10,2023-10-04 07:10,접안대기,2023-10-04,허가완료
472,180018,2023,045,002,289,나로,BSK3277,용성마린,MW5,01,5물량장 1선석,2023-09-24 14:20,2023-09-25 09:05,MW5,01,5물량장 1선석,2023-09-24 14:20,2023-09-25 09:05,출항대기,2023-10-04,허가완료
473,180018,2023,045,003,289,나로,BSK3277,용성마린,MBE,Q3,감만부두동측안벽 3선석(SK돌핀),2023-09-25 09:40,2023-09-25 10:45,MBE,Q2,감만부두 동측안벽 2선석,2023-09-25 09:40,2023-09-25 10:45,적하,2023-10-04,허가완료
474,101265,2023,011,001,1.071,태양6001호,BSK2466,제이케이쉬핑(주),OLH,01,청학안벽,2023-10-04 09:00,2023-10-04 23:00,OLH,01,청학안벽,2023-10-04 09:00,2023-10-04 23:00,기타,2023-10-04,허가완료
475,070804,2023,001,002,1.912,창조퀸9001호,ICK0038,현대해운,OLH,01,청학안벽,2023-10-10 00:00,2023-10-16 00:00,OLH,01,청학안벽,2023-10-10 00:00,2023-10-16 00:00,수리,2023-10-04,허가완료
476,180018,2023,045,004,289,나로,BSK3277,용성마린,MW5,01,5물량장 1선석,2023-09-25 11:05,2023-09-25 13:40,MW5,01,5물량장 1선석,2023-09-25 11:05,2023-09-25 13:40,출항대기,2023-10-04,허가완료
477,090689,2023,008,001,1.714,8001 건우호,BSZ9907,건우해양,OLH,01,청학안벽,2023-10-04 12:00,2023-10-18 12:00,OLH,01,청학안벽,2023-10-04 12:00,2023-10-18 12:00,기타,2023-10-04,허가완료
478,210018,2023,001,008,603,동아180,BSZ3297,주식회사 디에이산업,OLH,01,청학안벽,2023-10-05 23:00,2023-10-18 23:00,OLH,01,청학안벽,2023-10-05 23:00,2023-10-18 23:00,기타,2023-10-04,허가완료
479,106362,2023,005,002,1.782,삼양8003호,BSZ7604,삼양해운(주),OLH,01,청학안벽,2023-10-03 12:00,2023-10-15 12:00,OLH,01,청학안벽,2023-10-03 12:00,2023-10-15 12:00,접안대기,2023-10-04,허가완료
480,970325,2023,001,002,297,경동105호,BSZ9098,풍진선박,OLH,01,청학안벽,2023-10-05 00:00,2023-10-10 00:00,OLH,01,청학안벽,2023-10-05 00:00,2023-10-10 00:00,출항대기,2023-10-04,허가완료
481,180018,2023,045,005,289,나로,BSK3277,용성마린,WAN,05,남외항 N-5박지,2023-09-25 15:25,2023-09-25 18:10,WAN,05,남외항 N-5박지,2023-09-25 15:25,2023-09-25 18:10,양하,2023-10-04,허가완료
482,961742,2022,003,010,248,현대오션스타,BSK3235,(주)티에스해운,MWB,01,봉래동물량장,2023-10-09 00:00,2023-10-23 00:00,MWB,01,봉래동물량장,2023-10-09 00:00,2023-10-23 00:00,상가대기,2023-10-04,허가완료
483,060418,2023,001,016,408,601 동남호,BSM0014,욱일기업,MWB,01,봉래동물량장,2023-10-10 00:00,2023-10-24 00:00,MWB,01,봉래동물량장,2023-10-10 00:00,2023-10-24 00:00,기타,2023-10-04,허가완료
484,031466,2023,001,002,653,동남3500호,BSM0014,욱일기업,MWB,01,봉래동물량장,2023-10-10 00:00,2023-10-24 00:00,MWB,01,봉래동물량장,2023-10-10 00:00,2023-10-24 00:00,기타,2023-10-04,허가완료
485,872769,2021,001,022,21,유창101호,BSZ2566,(주)오션파이브,OLT,01,대교동호안,2023-10-05 00:00,2023-10-19 00:00,OLT,01,대교동호안,2023-10-05 00:00,2023-10-19 00:00,계선,2023-10-04,허가완료
486,200014,2023,001,004,477,동아 160,BSZ3297,주식회사 디에이산업,MWB,01,봉래동물량장,2023-10-08 23:00,2023-10-21 23:00,MWB,01,봉래동물량장,2023-10-08 23:00,2023-10-21 23:00,기타,2023-10-04,허가완료
487,DSAA,2022,001,035,39,태화3호,BSZ3510,(주)청해환경,MWB,01,봉래동물량장,2023-10-04 00:00,2023-10-17 23:59,MWB,01,봉래동물량장,2023-10-04 00:00,2023-10-17 23:59,계선,2023-10-04,허가완료
488,960572,2023,001,008,339,장건206,BSZ7460,장건해양산업(주),MWB,01,봉래동물량장,2023-10-04 17:00,2023-10-18 07:00,MWB,01,봉래동물량장,2023-10-04 17:00,2023-10-18 07:00,출항대기,2023-10-04,허가완료
489,060595,2023,009,009,149,상현,BSK9408,유진마린,MK1,01,감천 1부두 1선석,2023-09-28 15:55,2023-09-28 18:20,MK1,01,감천 1부두 1선석,2023-09-28 15:55,2023-09-28 18:20,급유,2023-10-04,허가완료
490,180018,2023,045,006,289,나로,BSK3277,용성마린,MW5,01,5물량장 1선석,2023-09-25 20:20,2023-09-28 11:10,MW5,01,5물량장 1선석,2023-09-25 20:20,2023-09-28 11:10,출항대기,2023-10-04,허가완료
491,957793,2023,003,015,350,태화6호,BSZ3510,(주)청해환경,MW5,01,5물량장 1선석,2023-10-04 00:00,2023-10-17 23:59,MW5,01,5물량장 1선석,2023-10-04 00:00,2023-10-17 23:59,해상하역,2023-10-04,허가완료
492,170036,2023,082,001,438,17유성호,BSK9407,세양상사,MSN,04,신항 2부두 1선석,2023-09-28 07:10,2023-09-28 10:30,MSN,04,신항 2부두 1선석,2023-09-28 07:10,2023-09-28 10:30,양하,2023-10-04,허가완료
493,920078,2022,001,047,661,한유웨스트1호,BSZ3510,(주)청해환경,MW5,01,5물량장 1선석,2023-10-04 00:00,2023-10-17 23:59,MW5,01,5물량장 1선석,2023-10-04 00:00,2023-10-17 23:59,계선,2023-10-04,허가완료
494,190008,2023,094,001,579,부광호,BSK3316,대건 이엔씨,MW5,01,5물량장 1선석,2023-09-28 14:45,2023-09-30 15:10,MW5,01,5물량장 1선석,2023-09-28 14:45,2023-09-30 15:10,기타,2023-10-04,허가완료
495,200036,2023,022,008,299,극동1호,BSZ3329,다온물류(주)초량지사,MW5,01,5물량장 1선석,2023-09-26 04:55,2023-09-30 14:45,MW5,01,5물량장 1선석,2023-09-26 04:55,2023-09-30 14:45,접안대기,2023-10-04,허가완료
496,190008,2023,094,002,579,부광호,BSK3316,대건 이엔씨,MBS,03,신선대부두 3선석,2023-09-30 16:30,2023-09-30 22:00,MBS,03,신선대부두 3선석,2023-09-30 16:30,2023-09-30 22:00,양하,2023-10-04,허가완료
497,180029,2023,091,001,549,스카이스타,BSK2940,광훈선박(주),MW5,01,5물량장 1선석,2023-09-29 08:55,2023-09-30 07:40,MW5,01,5물량장 1선석,2023-09-29 08:55,2023-09-30 07:40,기타,2023-10-04,허가완료
498,190008,2023,094,003,579,부광호,BSK3316,대건 이엔씨,MW5,01,5물량장 1선석,2023-09-30 22:40,2023-10-02 11:25,MW5,01,5물량장 1선석,2023-09-30 22:40,2023-10-02 11:25,기타,2023-10-04,허가완료
499,200036,2023,022,009,299,극동1호,BSZ3329,다온물류(주)초량지사,MS3,04,신항 3부두 4선석,2023-09-30 17:55,2023-09-30 21:30,MS3,04,신항 3부두 4선석,2023-09-30 17:55,2023-09-30 21:30,기타,2023-10-04,허가완료
500,180029,2023,091,002,549,스카이스타,BSK2940,광훈선박(주),WAN,03,남외항 N-3박지,2023-09-30 08:50,2023-09-30 13:40,WAN,03,남외항 N-3박지,2023-09-30 08:50,2023-09-30 13:40,양하,2023-10-04,허가완료
501,180029,2023,091,003,549,스카이스타,BSK2940,광훈선박(주),MW5,01,5물량장 1선석,2023-09-30 14:45,2023-10-02 13:25,MW5,01,5물량장 1선석,2023-09-30 14:45,2023-10-02 13:25,기타,2023-10-04,허가완료
502,200036,2023,022,010,299,극동1호,BSZ3329,다온물류(주)초량지사,OLD,01,동명호안,2023-10-01 00:35,2023-10-01 04:35,OLD,01,동명호안,2023-10-01 00:35,2023-10-01 04:35,화물대기,2023-10-04,허가완료
503,200036,2023,022,011,299,극동1호,BSZ3329,다온물류(주)초량지사,MS3,04,신항 3부두 4선석,2023-10-01 08:30,2023-10-01 11:10,MS3,04,신항 3부두 4선석,2023-10-01 08:30,2023-10-01 11:10,기타,2023-10-04,허가완료
504,170036,2023,082,002,438,17유성호,BSK9407,세양상사,MW5,01,5물량장 1선석,2023-09-28 13:10,2023-09-29 12:40,MW5,01,5물량장 1선석,2023-09-28 13:10,2023-09-29 12:40,접안대기,2023-10-04,허가완료
505,200036,2023,022,012,299,극동1호,BSZ3329,다온물류(주)초량지사,MW5,01,5물량장 1선석,2023-10-01 13:45,2023-10-02 13:20,MW5,01,5물량장 1선석,2023-10-01 13:45,2023-10-02 13:20,접안대기,2023-10-04,허가완료
506,170036,2023,082,003,438,17유성호,BSK9407,세양상사,WAM,08,M박지 M8 묘지,2023-09-29 13:10,2023-09-29 16:45,WAM,08,M박지 M8 묘지,2023-09-29 13:10,2023-09-29 16:45,양하,2023-10-04,허가완료
507,170036,2023,082,004,438,17유성호,BSK9407,세양상사,MW5,01,5물량장 1선석,2023-09-29 17:10,2023-09-30 09:35,MW5,01,5물량장 1선석,2023-09-29 17:10,2023-09-30 09:35,접안대기,2023-10-04,허가완료
508,200036,2023,022,013,299,극동1호,BSZ3329,다온물류(주)초량지사,MSN,07,신항 2부두 4선석,2023-10-02 17:15,2023-10-02 19:25,MSN,07,신항 2부두 4선석,2023-10-02 17:15,2023-10-02 19:25,기타,2023-10-04,허가완료
509,130010,2023,092,001,200,32대영호,BSB2287,보성마린,MSN,02,신항 1부두 2선석,2023-09-27 13:50,2023-09-27 16:55,MSN,02,신항 1부두 2선석,2023-09-27 13:50,2023-09-27 16:55,접안대기,2023-10-04,허가완료
510,200036,2023,022,014,299,극동1호,BSZ3329,다온물류(주)초량지사,MW5,01,5물량장 1선석,2023-10-02 22:20,2023-10-04 01:10,MW5,01,5물량장 1선석,2023-10-02 22:20,2023-10-04 01:10,접안대기,2023-10-04,허가완료
511,130010,2023,092,002,200,32대영호,BSB2287,보성마린,MW5,01,5물량장 1선석,2023-09-27 19:50,2023-09-28 13:00,MW5,01,5물량장 1선석,2023-09-27 19:50,2023-09-28 13:00,접안대기,2023-10-04,허가완료
512,170036,2023,082,006,438,17유성호,BSK9407,세양상사,MW5,01,5물량장 1선석,2023-09-30 16:30,2023-10-02 06:50,MW5,01,5물량장 1선석,2023-09-30 16:30,2023-10-02 06:50,출항대기,2023-10-04,허가완료
513,200036,2023,022,015,299,극동1호,BSZ3329,다온물류(주)초량지사,MSN,05,신항 2부두 2선석,2023-10-04 04:55,2023-10-04 07:05,MSN,05,신항 2부두 2선석,2023-10-04 04:55,2023-10-04 07:05,기타,2023-10-04,허가완료
514,230014,2023,026,001,298,23부광호,BSU2591,(주)유일이엔지,MW5,01,5물량장 1선석,2023-10-03 02:55,2023-10-04 02:45,MW5,01,5물량장 1선석,2023-10-03 02:55,2023-10-04 02:45,계선,2023-10-04,허가완료
515,130010,2023,092,003,200,32대영호,BSB2287,보성마린,MDY,01,영도(KOCO) 돌핀,2023-09-28 13:15,2023-09-28 14:45,MDY,01,영도(KOCO) 돌핀,2023-09-28 13:15,2023-09-28 14:45,적하,2023-10-04,허가완료
516,130010,2023,092,004,200,32대영호,BSB2287,보성마린,MW5,01,5물량장 1선석,2023-09-28 15:05,2023-10-01 01:40,MW5,01,5물량장 1선석,2023-09-28 15:05,2023-10-01 01:40,출항대기,2023-10-04,허가완료
517,140035,2023,059,001,843,동방7호,BSZ3596,(주)태진해운,MW5,01,5물량장 1선석,2023-09-27 22:15,2023-09-28 11:23,MW5,01,5물량장 1선석,2023-09-27 22:15,2023-09-28 11:23,접안대기,2023-10-04,허가완료
518,DSDE4,2023,004,001,24,제201동성호,BSZ7026,서봉해운,OLT,01,대교동호안,2023-09-20 16:50,2023-10-03 06:25,OLT,01,대교동호안,2023-09-20 16:50,2023-10-03 06:25,기타,2023-10-04,허가완료
519,050442,2023,036,001,75,금오티3호,BSK3141,금오로지스 주식회사,OLH,01,청학안벽,2023-09-27 04:50,2023-09-27 04:55,OLH,01,청학안벽,2023-09-27 04:50,2023-09-27 04:55,기타,2023-10-04,허가완료
520,140035,2023,059,002,843,동방7호,BSZ3596,(주)태진해운,MBS,05,신선대부두 5선석,2023-09-28 12:05,2023-09-28 15:54,MBS,05,신선대부두 5선석,2023-09-28 12:05,2023-09-28 15:54,양하,2023-10-04,허가완료
521,050442,2023,036,002,75,금오티3호,BSK3141,금오로지스 주식회사,OLT,01,대교동호안,2023-09-27 05:15,2023-10-02 09:20,,,,,,접안대기,2023-10-04,미허가
522,140035,2023,059,003,843,동방7호,BSZ3596,(주)태진해운,MW5,01,5물량장 1선석,2023-09-28 16:25,2023-10-02 06:18,MW5,01,5물량장 1선석,2023-09-28 16:25,2023-10-02 06:18,출항대기,2023-10-04,허가완료
523,050442,2023,036,003,75,금오티3호,BSK3141,금오로지스 주식회사,OLH,01,청학안벽,2023-10-02 09:40,2023-10-02 09:46,,,,,,접안대기,2023-10-04,미허가
524,180018,2023,046,001,289,나로,BSK3277,용성마린,MW5,01,5물량장 1선석,2023-09-28 18:55,2023-09-30 05:25,MW5,01,5물량장 1선석,2023-09-28 18:55,2023-09-30 05:25,출항대기,2023-10-04,허가완료
525,140025,2023,072,001,432,3성원호,BSZ9149,(주)아이앤에이코리아,MW5,01,5물량장 1선석,2023-10-02 17:55,2023-10-03 16:35,MW5,01,5물량장 1선석,2023-10-02 17:55,2023-10-03 16:35,접안대기,2023-10-04,허가완료
526,969070,2023,038,001,65,강남101호,BSK2214,(주)강남선박,*LP,01,대평동호안,2023-09-27 17:00,2023-10-02 13:45,*LP,01,대평동호안,2023-09-27 17:00,2023-10-02 13:45,기타,2023-10-04,허가완료
527,200043,2023,042,005,299,극동3호,BSZ3329,다온물류(주)초량지사,MW5,01,5물량장 1선석,2023-09-26 21:20,2023-09-28 07:10,MW5,01,5물량장 1선석,2023-09-26 21:20,2023-09-28 07:10,접안대기,2023-10-04,허가완료
528,230010,2023,021,001,858,스카이마스,BSK2940,광훈선박(주),MW5,01,5물량장 1선석,2023-10-02 17:25,2023-10-02 19:15,MW5,01,5물량장 1선석,2023-10-02 17:25,2023-10-02 19:15,기타,2023-10-04,허가완료
529,230010,2023,021,002,858,스카이마스,BSK2940,광훈선박(주),WAN,05,남외항 N-5박지,2023-10-02 20:55,2023-10-03 16:30,WAN,05,남외항 N-5박지,2023-10-02 20:55,2023-10-03 16:30,양하,2023-10-04,허가완료
530,200043,2023,042,006,299,극동3호,BSZ3329,다온물류(주)초량지사,OLD,01,동명호안,2023-09-28 07:35,2023-09-28 08:30,OLD,01,동명호안,2023-09-28 07:35,2023-09-28 08:30,화물대기,2023-10-04,허가완료
531,970686,2023,049,001,143,신우호,BSZ9816,신우급유,WAN,03,남외항 N-3박지,2023-08-16 18:20,2023-08-17 04:45,WAN,03,남외항 N-3박지,2023-08-16 18:20,2023-08-17 04:45,기타,2023-10-04,허가완료
532,200043,2023,042,007,299,극동3호,BSZ3329,다온물류(주)초량지사,MW5,01,5물량장 1선석,2023-09-28 09:00,2023-09-28 14:20,MW5,01,5물량장 1선석,2023-09-28 09:00,2023-09-28 14:20,접안대기,2023-10-04,허가완료
533,970686,2023,049,002,143,신우호,BSZ9816,신우급유,MW5,01,5물량장 1선석,2023-08-17 05:30,2023-08-21 10:50,,,,,,기타,2023-10-04,미허가
534,200043,2023,042,008,299,극동3호,BSZ3329,다온물류(주)초량지사,MBS,03,신선대부두 3선석,2023-09-28 14:55,2023-09-28 17:08,MBS,03,신선대부두 3선석,2023-09-28 14:55,2023-09-28 17:08,기타,2023-10-04,허가완료
535,970686,2023,049,004,143,신우호,BSZ9816,신우급유,MW5,01,5물량장 1선석,2023-08-21 15:55,2023-08-21 16:40,,,,,,기타,2023-10-04,미허가
536,200043,2023,042,009,299,극동3호,BSZ3329,다온물류(주)초량지사,MW5,01,5물량장 1선석,2023-09-28 17:35,2023-09-30 09:22,MW5,01,5물량장 1선석,2023-09-28 17:35,2023-09-30 09:22,접안대기,2023-10-04,허가완료
537,200043,2023,042,010,299,극동3호,BSZ3329,다온물류(주)초량지사,OLD,01,동명호안,2023-09-30 09:50,2023-09-30 11:53,OLD,01,동명호안,2023-09-30 09:50,2023-09-30 11:53,화물대기,2023-10-04,허가완료
538,200043,2023,042,011,299,극동3호,BSZ3329,다온물류(주)초량지사,MW5,01,5물량장 1선석,2023-09-30 12:15,2023-10-01 06:24,MW5,01,5물량장 1선석,2023-09-30 12:15,2023-10-01 06:24,접안대기,2023-10-04,허가완료
539,200043,2023,042,012,299,극동3호,BSZ3329,다온물류(주)초량지사,MBR,04,감만부두 4선석,2023-10-01 06:55,2023-10-01 09:05,MBR,04,감만부두 4선석,2023-10-01 06:55,2023-10-01 09:05,기타,2023-10-04,허가완료
540,200043,2023,042,013,299,극동3호,BSZ3329,다온물류(주)초량지사,MW5,01,5물량장 1선석,2023-10-01 09:20,2023-10-01 10:03,MW5,01,5물량장 1선석,2023-10-01 09:20,2023-10-01 10:03,접안대기,2023-10-04,허가완료
541,970686,2023,050,001,143,신우호,BSZ9816,신우급유,MW5,01,5물량장 1선석,2023-08-24 05:25,2023-08-29 12:25,MW5,01,5물량장 1선석,2023-08-24 05:25,2023-08-29 12:25,기타,2023-10-04,허가완료
542,200043,2023,042,014,299,극동3호,BSZ3329,다온물류(주)초량지사,WAN,03,남외항 N-3박지,2023-10-01 11:05,2023-10-01 12:15,WAN,03,남외항 N-3박지,2023-10-01 11:05,2023-10-01 12:15,기타,2023-10-04,허가완료
543,200043,2023,042,015,299,극동3호,BSZ3329,다온물류(주)초량지사,MW5,01,5물량장 1선석,2023-10-01 13:10,2023-10-01 13:30,MW5,01,5물량장 1선석,2023-10-01 13:10,2023-10-01 13:30,접안대기,2023-10-04,허가완료
